X32,Y32,Z32,Vx,Vy,Vz
0.68,0.48,-0.94,-0.50,-0.85,0.23
0.68,0.48,-0.87,-0.42,-0.72,0.23
0.68,0.48,-0.81,-0.35,-0.61,0.23
0.68,0.48,-0.74,-0.28,-0.51,0.23
0.68,0.48,-0.68,-0.23,-0.42,0.23
0.68,0.48,-0.61,-0.18,-0.35,0.23
0.68,0.48,-0.55,-0.14,-0.28,0.23
0.68,0.48,-0.48,-0.11,-0.23,0.23
0.68,0.48,-0.42,-0.08,-0.18,0.23
0.68,0.48,-0.35,-0.06,-0.14,0.23
0.68,0.48,-0.29,-0.04,-0.11,0.23
0.68,0.48,-0.23,-0.03,-0.08,0.23
0.68,0.48,-0.16,-0.02,-0.05,0.23
0.68,0.48,-0.10,-0.01,-0.03,0.23
0.68,0.48,-0.03,-0.00,-0.01,0.23
0.68,0.48,0.03,0.00,0.01,0.23
0.68,0.48,0.10,0.01,0.03,0.23
0.68,0.48,0.16,0.02,0.05,0.23
0.68,0.48,0.23,0.03,0.08,0.23
0.68,0.48,0.29,0.04,0.11,0.23
0.68,0.48,0.35,0.06,0.14,0.23
0.68,0.48,0.42,0.08,0.18,0.23
0.68,0.48,0.48,0.11,0.23,0.23
0.68,0.48,0.55,0.14,0.28,0.23
0.68,0.48,0.61,0.18,0.35,0.23
0.68,0.48,0.68,0.23,0.42,0.23
0.68,0.48,0.74,0.28,0.51,0.23
0.68,0.48,0.81,0.35,0.61,0.23
0.68,0.48,0.87,0.42,0.72,0.23
0.68,0.48,0.94,0.50,0.85,0.23
0.68,0.48,1.00,0.60,0.99,0.23
0.68,0.55,-1.00,-0.71,-0.99,0.28
0.68,0.55,-0.94,-0.60,-0.85,0.28
0.68,0.55,-0.87,-0.51,-0.72,0.28
0.68,0.55,-0.81,-0.42,-0.61,0.28
0.68,0.55,-0.74,-0.35,-0.51,0.28
0.68,0.55,-0.68,-0.28,-0.42,0.28
0.68,0.55,-0.61,-0.23,-0.35,0.28
0.68,0.55,-0.55,-0.18,-0.28,0.28
0.68,0.55,-0.48,-0.14,-0.23,0.28
0.68,0.55,-0.42,-0.11,-0.18,0.28
0.68,0.55,-0.35,-0.08,-0.14,0.28
0.68,0.55,-0.29,-0.06,-0.11,0.28
0.68,0.55,-0.23,-0.04,-0.08,0.28
0.68,0.55,-0.16,-0.03,-0.05,0.28
0.68,0.55,-0.10,-0.02,-0.03,0.28
0.68,0.55,-0.03,-0.01,-0.01,0.28
0.68,0.55,0.03,0.01,0.01,0.28
0.68,0.55,0.10,0.02,0.03,0.28
0.68,0.55,0.16,0.03,0.05,0.28
0.68,0.55,0.23,0.04,0.08,0.28
0.68,0.55,0.29,0.06,0.11,0.28
0.68,0.55,0.35,0.08,0.14,0.28
0.68,0.55,0.42,0.11,0.18,0.28
0.68,0.55,0.48,0.14,0.23,0.28
0.68,0.55,0.55,0.18,0.28,0.28
0.68,0.55,0.61,0.23,0.35,0.28
0.68,0.55,0.68,0.28,0.42,0.28
0.68,0.55,0.74,0.35,0.51,0.28
0.68,0.55,0.81,0.42,0.61,0.28
0.68,0.55,0.87,0.51,0.72,0.28
0.68,0.55,0.94,0.60,0.85,0.28
0.68,0.55,1.00,0.71,0.99,0.28
0.68,0.61,-1.00,-0.84,-0.99,0.35
0.68,0.61,-0.94,-0.72,-0.85,0.35
0.68,0.61,-0.87,-0.61,-0.72,0.35
0.68,0.61,-0.81,-0.51,-0.61,0.35
0.68,0.61,-0.74,-0.42,-0.51,0.35
0.68,0.61,-0.68,-0.35,-0.42,0.35
0.68,0.61,-0.61,-0.28,-0.35,0.35
0.68,0.61,-0.55,-0.23,-0.28,0.35
0.68,0.61,-0.48,-0.18,-0.23,0.35
0.68,0.61,-0.42,-0.14,-0.18,0.35
0.68,0.61,-0.35,-0.11,-0.14,0.35
0.68,0.61,-0.29,-0.08,-0.11,0.35
0.68,0.61,-0.23,-0.06,-0.08,0.35
0.68,0.61,-0.16,-0.04,-0.05,0.35
0.68,0.61,-0.10,-0.02,-0.03,0.35
0.68,0.61,-0.03,-0.01,-0.01,0.35
0.68,0.61,0.03,0.01,0.01,0.35
0.68,0.61,0.10,0.02,0.03,0.35
0.68,0.61,0.16,0.04,0.05,0.35
0.68,0.61,0.23,0.06,0.08,0.35
0.68,0.61,0.29,0.08,0.11,0.35
0.68,0.61,0.35,0.11,0.14,0.35
0.68,0.61,0.42,0.14,0.18,0.35
0.68,0.61,0.48,0.18,0.23,0.35
0.68,0.61,0.55,0.23,0.28,0.35
0.68,0.61,0.61,0.28,0.35,0.35
0.68,0.61,0.68,0.35,0.42,0.35
0.68,0.61,0.74,0.42,0.51,0.35
0.68,0.61,0.81,0.51,0.61,0.35
0.68,0.61,0.87,0.61,0.72,0.35
0.68,0.61,0.94,0.72,0.85,0.35
0.68,0.61,1.00,0.84,0.99,0.35
0.68,0.68,-1.00,-0.99,-0.99,0.42
0.68,0.68,-0.94,-0.85,-0.85,0.42
0.68,0.68,-0.87,-0.72,-0.72,0.42
0.68,0.68,-0.81,-0.61,-0.61,0.42
0.68,0.68,-0.74,-0.51,-0.51,0.42
0.68,0.68,-0.68,-0.42,-0.42,0.42
0.68,0.68,-0.61,-0.35,-0.35,0.42
0.68,0.68,-0.55,-0.28,-0.28,0.42
0.68,0.68,-0.48,-0.23,-0.23,0.42
0.68,0.68,-0.42,-0.18,-0.18,0.42
0.68,0.68,-0.35,-0.14,-0.14,0.42
0.68,0.68,-0.29,-0.11,-0.11,0.42
0.68,0.68,-0.23,-0.08,-0.08,0.42
0.68,0.68,-0.16,-0.05,-0.05,0.42
0.68,0.68,-0.10,-0.03,-0.03,0.42
0.68,0.68,-0.03,-0.01,-0.01,0.42
0.68,0.68,0.03,0.01,0.01,0.42
0.68,0.68,0.10,0.03,0.03,0.42
0.68,0.68,0.16,0.05,0.05,0.42
0.68,0.68,0.23,0.08,0.08,0.42
0.68,0.68,0.29,0.11,0.11,0.42
0.68,0.68,0.35,0.14,0.14,0.42
0.68,0.68,0.42,0.18,0.18,0.42
0.68,0.68,0.48,0.23,0.23,0.42
0.68,0.68,0.55,0.28,0.28,0.42
0.68,0.68,0.61,0.35,0.35,0.42
0.68,0.68,0.68,0.42,0.42,0.42
0.68,0.68,0.74,0.51,0.51,0.42
0.68,0.68,0.81,0.61,0.61,0.42
0.68,0.68,0.87,0.72,0.72,0.42
0.68,0.68,0.94,0.85,0.85,0.42
0.68,0.68,1.00,0.99,0.99,0.42
0.68,0.74,-1.00,-1.15,-0.99,0.51
0.68,0.74,-0.94,-0.99,-0.85,0.51
0.68,0.74,-0.87,-0.85,-0.72,0.51
0.68,0.74,-0.81,-0.72,-0.61,0.51
0.68,0.74,-0.74,-0.61,-0.51,0.51
0.68,0.74,-0.68,-0.51,-0.42,0.51
0.68,0.74,-0.61,-0.42,-0.35,0.51
0.68,0.74,-0.55,-0.35,-0.28,0.51
0.68,0.74,-0.48,-0.28,-0.23,0.51
0.68,0.74,-0.42,-0.23,-0.18,0.51
0.68,0.74,-0.35,-0.18,-0.14,0.51
0.68,0.74,-0.29,-0.14,-0.11,0.51
0.68,0.74,-0.23,-0.10,-0.08,0.51
0.68,0.74,-0.16,-0.07,-0.05,0.51
0.68,0.74,-0.10,-0.04,-0.03,0.51
0.68,0.74,-0.03,-0.01,-0.01,0.51
0.68,0.74,0.03,0.01,0.01,0.51
0.68,0.74,0.10,0.04,0.03,0.51
0.68,0.74,0.16,0.07,0.05,0.51
0.68,0.74,0.23,0.10,0.08,0.51
0.68,0.74,0.29,0.14,0.11,0.51
0.68,0.74,0.35,0.18,0.14,0.51
0.68,0.74,0.42,0.23,0.18,0.51
0.68,0.74,0.48,0.28,0.23,0.51
0.68,0.74,0.55,0.35,0.28,0.51
0.68,0.74,0.61,0.42,0.35,0.51
0.68,0.74,0.68,0.51,0.42,0.51
0.68,0.74,0.74,0.61,0.51,0.51
0.68,0.74,0.81,0.72,0.61,0.51
0.68,0.74,0.87,0.85,0.72,0.51
0.68,0.74,0.94,0.99,0.85,0.51
0.68,0.74,1.00,1.15,0.99,0.51
0.68,0.81,-1.00,-1.33,-0.99,0.61
0.68,0.81,-0.94,-1.15,-0.85,0.61
0.68,0.81,-0.87,-0.99,-0.72,0.61
0.68,0.81,-0.81,-0.85,-0.61,0.61
0.68,0.81,-0.74,-0.72,-0.51,0.61
0.68,0.81,-0.68,-0.61,-0.42,0.61
0.68,0.81,-0.61,-0.51,-0.35,0.61
0.68,0.81,-0.55,-0.42,-0.28,0.61
0.68,0.81,-0.48,-0.35,-0.23,0.61
0.68,0.81,-0.42,-0.28,-0.18,0.61
0.68,0.81,-0.35,-0.22,-0.14,0.61
0.68,0.81,-0.29,-0.17,-0.11,0.61
0.68,0.81,-0.23,-0.13,-0.08,0.61
0.68,0.81,-0.16,-0.09,-0.05,0.61
0.68,0.81,-0.10,-0.05,-0.03,0.61
0.68,0.81,-0.03,-0.02,-0.01,0.61
0.68,0.81,0.03,0.02,0.01,0.61
0.68,0.81,0.10,0.05,0.03,0.61
0.68,0.81,0.16,0.09,0.05,0.61
0.68,0.81,0.23,0.13,0.08,0.61
0.68,0.81,0.29,0.17,0.11,0.61
0.68,0.81,0.35,0.22,0.14,0.61
0.68,0.81,0.42,0.28,0.18,0.61
0.68,0.81,0.48,0.35,0.23,0.61
0.68,0.81,0.55,0.42,0.28,0.61
0.68,0.81,0.61,0.51,0.35,0.61
0.68,0.81,0.68,0.61,0.42,0.61
0.68,0.81,0.74,0.72,0.51,0.61
0.68,0.81,0.81,0.85,0.61,0.61
0.68,0.81,0.87,0.99,0.72,0.61
0.68,0.81,0.94,1.15,0.85,0.61
0.68,0.81,1.00,1.33,0.99,0.61
0.68,0.87,-1.00,-1.53,-0.99,0.72
0.68,0.87,-0.94,-1.33,-0.85,0.72
0.68,0.87,-0.87,-1.15,-0.72,0.72
0.68,0.87,-0.81,-0.99,-0.61,0.72
0.68,0.87,-0.74,-0.85,-0.51,0.72
0.68,0.87,-0.68,-0.72,-0.42,0.72
0.68,0.87,-0.61,-0.61,-0.35,0.72
0.68,0.87,-0.55,-0.51,-0.28,0.72
0.68,0.87,-0.48,-0.42,-0.23,0.72
0.68,0.87,-0.42,-0.34,-0.18,0.72
0.68,0.87,-0.35,-0.27,-0.14,0.72
0.68,0.87,-0.29,-0.21,-0.11,0.72
0.68,0.87,-0.23,-0.16,-0.08,0.72
0.68,0.87,-0.16,-0.11,-0.05,0.72
0.68,0.87,-0.10,-0.06,-0.03,0.72
0.68,0.87,-0.03,-0.02,-0.01,0.72
0.68,0.87,0.03,0.02,0.01,0.72
0.68,0.87,0.10,0.06,0.03,0.72
0.68,0.87,0.16,0.11,0.05,0.72
0.68,0.87,0.23,0.16,0.08,0.72
0.68,0.87,0.29,0.21,0.11,0.72
0.68,0.87,0.35,0.27,0.14,0.72
0.68,0.87,0.42,0.34,0.18,0.72
0.68,0.87,0.48,0.42,0.23,0.72
0.68,0.87,0.55,0.51,0.28,0.72
0.68,0.87,0.61,0.61,0.35,0.72
0.68,0.87,0.68,0.72,0.42,0.72
0.68,0.87,0.74,0.85,0.51,0.72
0.68,0.87,0.81,0.99,0.61,0.72
0.68,0.87,0.87,1.15,0.72,0.72
0.68,0.87,0.94,1.33,0.85,0.72
0.68,0.87,1.00,1.53,0.99,0.72
0.68,0.94,-1.00,-1.75,-0.99,0.85
0.68,0.94,-0.94,-1.53,-0.85,0.85
0.68,0.94,-0.87,-1.33,-0.72,0.85
0.68,0.94,-0.81,-1.15,-0.61,0.85
0.68,0.94,-0.74,-0.99,-0.51,0.85
0.68,0.94,-0.68,-0.85,-0.42,0.85
0.68,0.94,-0.61,-0.72,-0.35,0.85
0.68,0.94,-0.55,-0.60,-0.28,0.85
0.68,0.94,-0.48,-0.50,-0.23,0.85
0.68,0.94,-0.42,-0.41,-0.18,0.85
0.68,0.94,-0.35,-0.33,-0.14,0.85
0.68,0.94,-0.29,-0.26,-0.11,0.85
0.68,0.94,-0.23,-0.20,-0.08,0.85
0.68,0.94,-0.16,-0.14,-0.05,0.85
0.68,0.94,-0.10,-0.08,-0.03,0.85
0.68,0.94,-0.03,-0.03,-0.01,0.85
0.68,0.94,0.03,0.03,0.01,0.85
0.68,0.94,0.10,0.08,0.03,0.85
0.68,0.94,0.16,0.14,0.05,0.85
0.68,0.94,0.23,0.20,0.08,0.85
0.68,0.94,0.29,0.26,0.11,0.85
0.68,0.94,0.35,0.33,0.14,0.85
0.68,0.94,0.42,0.41,0.18,0.85
0.68,0.94,0.48,0.50,0.23,0.85
0.68,0.94,0.55,0.60,0.28,0.85
0.68,0.94,0.61,0.72,0.35,0.85
0.68,0.94,0.68,0.85,0.42,0.85
0.68,0.94,0.74,0.99,0.51,0.85
0.68,0.94,0.81,1.15,0.61,0.85
0.68,0.94,0.87,1.33,0.72,0.85
0.68,0.94,0.94,1.53,0.85,0.85
0.68,0.94,1.00,1.75,0.99,0.85
0.68,1.00,-1.00,-2.00,-0.99,0.99
0.68,1.00,-0.94,-1.75,-0.85,0.99
0.68,1.00,-0.87,-1.53,-0.72,0.99
0.68,1.00,-0.81,-1.33,-0.61,0.99
0.68,1.00,-0.74,-1.15,-0.51,0.99
0.68,1.00,-0.68,-0.99,-0.42,0.99
0.68,1.00,-0.61,-0.84,-0.35,0.99
0.68,1.00,-0.55,-0.71,-0.28,0.99
0.68,1.00,-0.48,-0.60,-0.23,0.99
0.68,1.00,-0.42,-0.49,-0.18,0.99
0.68,1.00,-0.35,-0.40,-0.14,0.99
0.68,1.00,-0.29,-0.31,-0.11,0.99
0.68,1.00,-0.23,-0.24,-0.08,0.99
0.68,1.00,-0.16,-0.17,-0.05,0.99
0.68,1.00,-0.10,-0.10,-0.03,0.99
0.68,1.00,-0.03,-0.03,-0.01,0.99
0.68,1.00,0.03,0.03,0.01,0.99
0.68,1.00,0.10,0.10,0.03,0.99
0.68,1.00,0.16,0.17,0.05,0.99
0.68,1.00,0.23,0.24,0.08,0.99
0.68,1.00,0.29,0.31,0.11,0.99
0.68,1.00,0.35,0.40,0.14,0.99
0.68,1.00,0.42,0.49,0.18,0.99
0.68,1.00,0.48,0.60,0.23,0.99
0.68,1.00,0.55,0.71,0.28,0.99
0.68,1.00,0.61,0.84,0.35,0.99
0.68,1.00,0.68,0.99,0.42,0.99
0.68,1.00,0.74,1.15,0.51,0.99
0.68,1.00,0.81,1.33,0.61,0.99
0.68,1.00,0.87,1.53,0.72,0.99
0.68,1.00,0.94,1.75,0.85,0.99
0.68,1.00,1.00,2.00,0.99,0.99
0.74,-1.00,-1.00,2.00,-1.15,-1.15
0.74,-1.00,-0.94,1.75,-0.99,-1.15
0.74,-1.00,-0.87,1.53,-0.85,-1.15
0.74,-1.00,-0.81,1.33,-0.72,-1.15
0.74,-1.00,-0.74,1.15,-0.61,-1.15
0.74,-1.00,-0.68,0.99,-0.51,-1.15
0.74,-1.00,-0.61,0.84,-0.42,-1.15
0.74,-1.00,-0.55,0.71,-0.35,-1.15
0.74,-1.00,-0.48,0.60,-0.28,-1.15
0.74,-1.00,-0.42,0.49,-0.23,-1.15
0.74,-1.00,-0.35,0.40,-0.18,-1.15
0.74,-1.00,-0.29,0.31,-0.14,-1.15
0.74,-1.00,-0.23,0.24,-0.10,-1.15
0.74,-1.00,-0.16,0.17,-0.07,-1.15
0.74,-1.00,-0.10,0.10,-0.04,-1.15
0.74,-1.00,-0.03,0.03,-0.01,-1.15
0.74,-1.00,0.03,-0.03,0.01,-1.15
0.74,-1.00,0.10,-0.10,0.04,-1.15
0.74,-1.00,0.16,-0.17,0.07,-1.15
0.74,-1.00,0.23,-0.24,0.10,-1.15
0.74,-1.00,0.29,-0.31,0.14,-1.15
0.74,-1.00,0.35,-0.40,0.18,-1.15
0.74,-1.00,0.42,-0.49,0.23,-1.15
0.74,-1.00,0.48,-0.60,0.28,-1.15
0.74,-1.00,0.55,-0.71,0.35,-1.15
0.74,-1.00,0.61,-0.84,0.42,-1.15
0.74,-1.00,0.68,-0.99,0.51,-1.15
0.74,-1.00,0.74,-1.15,0.61,-1.15
0.74,-1.00,0.81,-1.33,0.72,-1.15
0.74,-1.00,0.87,-1.53,0.85,-1.15
0.74,-1.00,0.94,-1.75,0.99,-1.15
0.74,-1.00,1.00,-2.00,1.15,-1.15
0.74,-0.94,-1.00,1.75,-1.15,-0.99
0.74,-0.94,-0.94,1.53,-0.99,-0.99
0.74,-0.94,-0.87,1.33,-0.85,-0.99
0.74,-0.94,-0.81,1.15,-0.72,-0.99
0.74,-0.94,-0.74,0.99,-0.61,-0.99
0.74,-0.94,-0.68,0.85,-0.51,-0.99
0.74,-0.94,-0.61,0.72,-0.42,-0.99
0.74,-0.94,-0.55,0.60,-0.35,-0.99
0.74,-0.94,-0.48,0.50,-0.28,-0.99
0.74,-0.94,-0.42,0.41,-0.23,-0.99
0.74,-0.94,-0.35,0.33,-0.18,-0.99
0.74,-0.94,-0.29,0.26,-0.14,-0.99
0.74,-0.94,-0.23,0.20,-0.10,-0.99
0.74,-0.94,-0.16,0.14,-0.07,-0.99
0.74,-0.94,-0.10,0.08,-0.04,-0.99
0.74,-0.94,-0.03,0.03,-0.01,-0.99
0.74,-0.94,0.03,-0.03,0.01,-0.99
0.74,-0.94,0.10,-0.08,0.04,-0.99
0.74,-0.94,0.16,-0.14,0.07,-0.99
0.74,-0.94,0.23,-0.20,0.10,-0.99
0.74,-0.94,0.29,-0.26,0.14,-0.99
0.74,-0.94,0.35,-0.33,0.18,-0.99
0.74,-0.94,0.42,-0.41,0.23,-0.99
0.74,-0.94,0.48,-0.50,0.28,-0.99
0.74,-0.94,0.55,-0.60,0.35,-0.99
0.74,-0.94,0.61,-0.72,0.42,-0.99
0.74,-0.94,0.68,-0.85,0.51,-0.99
0.74,-0.94,0.74,-0.99,0.61,-0.99
0.74,-0.94,0.81,-1.15,0.72,-0.99
0.74,-0.94,0.87,-1.33,0.85,-0.99
0.74,-0.94,0.94,-1.53,0.99,-0.99
0.74,-0.94,1.00,-1.75,1.15,-0.99
0.74,-0.87,-1.00,1.53,-1.15,-0.85
0.74,-0.87,-0.94,1.33,-0.99,-0.85
0.74,-0.87,-0.87,1.15,-0.85,-0.85
0.74,-0.87,-0.81,0.99,-0.72,-0.85
0.74,-0.87,-0.74,0.85,-0.61,-0.85
0.74,-0.87,-0.68,0.72,-0.51,-0.85
0.74,-0.87,-0.61,0.61,-0.42,-0.85
0.74,-0.87,-0.55,0.51,-0.35,-0.85
0.74,-0.87,-0.48,0.42,-0.28,-0.85
0.74,-0.87,-0.42,0.34,-0.23,-0.85
0.74,-0.87,-0.35,0.27,-0.18,-0.85
0.74,-0.87,-0.29,0.21,-0.14,-0.85
0.74,-0.87,-0.23,0.16,-0.10,-0.85
0.74,-0.87,-0.16,0.11,-0.07,-0.85
0.74,-0.87,-0.10,0.06,-0.04,-0.85
0.74,-0.87,-0.03,0.02,-0.01,-0.85
0.74,-0.87,0.03,-0.02,0.01,-0.85
0.74,-0.87,0.10,-0.06,0.04,-0.85
0.74,-0.87,0.16,-0.11,0.07,-0.85
0.74,-0.87,0.23,-0.16,0.10,-0.85
0.74,-0.87,0.29,-0.21,0.14,-0.85
0.74,-0.87,0.35,-0.27,0.18,-0.85
0.74,-0.87,0.42,-0.34,0.23,-0.85
0.74,-0.87,0.48,-0.42,0.28,-0.85
0.74,-0.87,0.55,-0.51,0.35,-0.85
0.74,-0.87,0.61,-0.61,0.42,-0.85
0.74,-0.87,0.68,-0.72,0.51,-0.85
0.74,-0.87,0.74,-0.85,0.61,-0.85
0.74,-0.87,0.81,-0.99,0.72,-0.85
0.74,-0.87,0.87,-1.15,0.85,-0.85
0.74,-0.87,0.94,-1.33,0.99,-0.85
0.74,-0.87,1.00,-1.53,1.15,-0.85
0.74,-0.81,-1.00,1.33,-1.15,-0.72
0.74,-0.81,-0.94,1.15,-0.99,-0.72
0.74,-0.81,-0.87,0.99,-0.85,-0.72
0.74,-0.81,-0.81,0.85,-0.72,-0.72
0.74,-0.81,-0.74,0.72,-0.61,-0.72
0.74,-0.81,-0.68,0.61,-0.51,-0.72
0.74,-0.81,-0.61,0.51,-0.42,-0.72
0.74,-0.81,-0.55,0.42,-0.35,-0.72
0.74,-0.81,-0.48,0.35,-0.28,-0.72
0.74,-0.81,-0.42,0.28,-0.23,-0.72
0.74,-0.81,-0.35,0.22,-0.18,-0.72
0.74,-0.81,-0.29,0.17,-0.14,-0.72
0.74,-0.81,-0.23,0.13,-0.10,-0.72
0.74,-0.81,-0.16,0.09,-0.07,-0.72
0.74,-0.81,-0.10,0.05,-0.04,-0.72
0.74,-0.81,-0.03,0.02,-0.01,-0.72
0.74,-0.81,0.03,-0.02,0.01,-0.72
0.74,-0.81,0.10,-0.05,0.04,-0.72
0.74,-0.81,0.16,-0.09,0.07,-0.72
0.74,-0.81,0.23,-0.13,0.10,-0.72
0.74,-0.81,0.29,-0.17,0.14,-0.72
0.74,-0.81,0.35,-0.22,0.18,-0.72
0.74,-0.81,0.42,-0.28,0.23,-0.72
0.74,-0.81,0.48,-0.35,0.28,-0.72
0.74,-0.81,0.55,-0.42,0.35,-0.72
0.74,-0.81,0.61,-0.51,0.42,-0.72
0.74,-0.81,0.68,-0.61,0.51,-0.72
0.74,-0.81,0.74,-0.72,0.61,-0.72
0.74,-0.81,0.81,-0.85,0.72,-0.72
0.74,-0.81,0.87,-0.99,0.85,-0.72
0.74,-0.81,0.94,-1.15,0.99,-0.72
0.74,-0.81,1.00,-1.33,1.15,-0.72
0.74,-0.74,-1.00,1.15,-1.15,-0.61
0.74,-0.74,-0.94,0.99,-0.99,-0.61
0.74,-0.74,-0.87,0.85,-0.85,-0.61
0.74,-0.74,-0.81,0.72,-0.72,-0.61
0.74,-0.74,-0.74,0.61,-0.61,-0.61
0.74,-0.74,-0.68,0.51,-0.51,-0.61
0.74,-0.74,-0.61,0.42,-0.42,-0.61
0.74,-0.74,-0.55,0.35,-0.35,-0.61
0.74,-0.74,-0.48,0.28,-0.28,-0.61
0.74,-0.74,-0.42,0.23,-0.23,-0.61
0.74,-0.74,-0.35,0.18,-0.18,-0.61
0.74,-0.74,-0.29,0.14,-0.14,-0.61
0.74,-0.74,-0.23,0.10,-0.10,-0.61
0.74,-0.74,-0.16,0.07,-0.07,-0.61
0.74,-0.74,-0.10,0.04,-0.04,-0.61
0.74,-0.74,-0.03,0.01,-0.01,-0.61
0.74,-0.74,0.03,-0.01,0.01,-0.61
0.74,-0.74,0.10,-0.04,0.04,-0.61
0.74,-0.74,0.16,-0.07,0.07,-0.61
0.74,-0.74,0.23,-0.10,0.10,-0.61
0.74,-0.74,0.29,-0.14,0.14,-0.61
0.74,-0.74,0.35,-0.18,0.18,-0.61
0.74,-0.74,0.42,-0.23,0.23,-0.61
0.74,-0.74,0.48,-0.28,0.28,-0.61
0.74,-0.74,0.55,-0.35,0.35,-0.61
0.74,-0.74,0.61,-0.42,0.42,-0.61
0.74,-0.74,0.68,-0.51,0.51,-0.61
0.74,-0.74,0.74,-0.61,0.61,-0.61
0.74,-0.74,0.81,-0.72,0.72,-0.61
0.74,-0.74,0.87,-0.85,0.85,-0.61
0.74,-0.74,0.94,-0.99,0.99,-0.61
0.74,-0.74,1.00,-1.15,1.15,-0.61
0.74,-0.68,-1.00,0.99,-1.15,-0.51
0.74,-0.68,-0.94,0.85,-0.99,-0.51
0.74,-0.68,-0.87,0.72,-0.85,-0.51
0.74,-0.68,-0.81,0.61,-0.72,-0.51
0.74,-0.68,-0.74,0.51,-0.61,-0.51
0.74,-0.68,-0.68,0.42,-0.51,-0.51
0.74,-0.68,-0.61,0.35,-0.42,-0.51
0.74,-0.68,-0.55,0.28,-0.35,-0.51
0.74,-0.68,-0.48,0.23,-0.28,-0.51
0.74,-0.68,-0.42,0.18,-0.23,-0.51
0.74,-0.68,-0.35,0.14,-0.18,-0.51
0.74,-0.68,-0.29,0.11,-0.14,-0.51
0.74,-0.68,-0.23,0.08,-0.10,-0.51
0.74,-0.68,-0.16,0.05,-0.07,-0.51
0.74,-0.68,-0.10,0.03,-0.04,-0.51
0.74,-0.68,-0.03,0.01,-0.01,-0.51
0.74,-0.68,0.03,-0.01,0.01,-0.51
0.74,-0.68,0.10,-0.03,0.04,-0.51
0.74,-0.68,0.16,-0.05,0.07,-0.51
0.74,-0.68,0.23,-0.08,0.10,-0.51
0.74,-0.68,0.29,-0.11,0.14,-0.51
0.74,-0.68,0.35,-0.14,0.18,-0.51
0.74,-0.68,0.42,-0.18,0.23,-0.51
0.74,-0.68,0.48,-0.23,0.28,-0.51
0.74,-0.68,0.55,-0.28,0.35,-0.51
0.74,-0.68,0.61,-0.35,0.42,-0.51
0.74,-0.68,0.68,-0.42,0.51,-0.51
0.74,-0.68,0.74,-0.51,0.61,-0.51
0.74,-0.68,0.81,-0.61,0.72,-0.51
0.74,-0.68,0.87,-0.72,0.85,-0.51
0.74,-0.68,0.94,-0.85,0.99,-0.51
0.74,-0.68,1.00,-0.99,1.15,-0.51
0.74,-0.61,-1.00,0.84,-1.15,-0.42
0.74,-0.61,-0.94,0.72,-0.99,-0.42
0.74,-0.61,-0.87,0.61,-0.85,-0.42
0.74,-0.61,-0.81,0.51,-0.72,-0.42
0.74,-0.61,-0.74,0.42,-0.61,-0.42
0.74,-0.61,-0.68,0.35,-0.51,-0.42
0.74,-0.61,-0.61,0.28,-0.42,-0.42
0.74,-0.61,-0.55,0.23,-0.35,-0.42
0.74,-0.61,-0.48,0.18,-0.28,-0.42
0.74,-0.61,-0.42,0.14,-0.23,-0.42
0.74,-0.61,-0.35,0.11,-0.18,-0.42
0.74,-0.61,-0.29,0.08,-0.14,-0.42
0.74,-0.61,-0.23,0.06,-0.10,-0.42
0.74,-0.61,-0.16,0.04,-0.07,-0.42
0.74,-0.61,-0.10,0.02,-0.04,-0.42
0.74,-0.61,-0.03,0.01,-0.01,-0.42
0.74,-0.61,0.03,-0.01,0.01,-0.42
0.74,-0.61,0.10,-0.02,0.04,-0.42
0.74,-0.61,0.16,-0.04,0.07,-0.42
0.74,-0.61,0.23,-0.06,0.10,-0.42
0.74,-0.61,0.29,-0.08,0.14,-0.42
0.74,-0.61,0.35,-0.11,0.18,-0.42
0.74,-0.61,0.42,-0.14,0.23,-0.42
0.74,-0.61,0.48,-0.18,0.28,-0.42
0.74,-0.61,0.55,-0.23,0.35,-0.42
0.74,-0.61,0.61,-0.28,0.42,-0.42
0.74,-0.61,0.68,-0.35,0.51,-0.42
0.74,-0.61,0.74,-0.42,0.61,-0.42
0.74,-0.61,0.81,-0.51,0.72,-0.42
0.74,-0.61,0.87,-0.61,0.85,-0.42
0.74,-0.61,0.94,-0.72,0.99,-0.42
0.74,-0.61,1.00,-0.84,1.15,-0.42
0.74,-0.55,-1.00,0.71,-1.15,-0.35
0.74,-0.55,-0.94,0.60,-0.99,-0.35
0.74,-0.55,-0.87,0.51,-0.85,-0.35
0.74,-0.55,-0.81,0.42,-0.72,-0.35
0.74,-0.55,-0.74,0.35,-0.61,-0.35
0.74,-0.55,-0.68,0.28,-0.51,-0.35
0.74,-0.55,-0.61,0.23,-0.42,-0.35
0.74,-0.55,-0.55,0.18,-0.35,-0.35
0.74,-0.55,-0.48,0.14,-0.28,-0.35
0.74,-0.55,-0.42,0.11,-0.23,-0.35
0.74,-0.55,-0.35,0.08,-0.18,-0.35
0.74,-0.55,-0.29,0.06,-0.14,-0.35
0.74,-0.55,-0.23,0.04,-0.10,-0.35
0.74,-0.55,-0.16,0.03,-0.07,-0.35
0.74,-0.55,-0.10,0.02,-0.04,-0.35
0.74,-0.55,-0.03,0.01,-0.01,-0.35
0.74,-0.55,0.03,-0.01,0.01,-0.35
