X32,Y32,Z32,S
0.81,0.68,0.74,3.87
0.87,0.68,0.74,2.50
0.94,0.68,0.74,1.67
1.00,0.68,0.74,1.17
-1.00,0.74,0.74,3.38
-0.94,0.74,0.74,3.75
-0.87,0.74,0.74,4.31
-0.81,0.74,0.74,5.23
-0.74,0.74,0.74,6.75
-0.68,0.74,0.74,9.11
-0.61,0.74,0.74,12.58
-0.55,0.74,0.74,17.36
-0.48,0.74,0.74,23.53
-0.42,0.74,0.74,31.00
-0.35,0.74,0.74,39.47
-0.29,0.74,0.74,48.39
-0.23,0.74,0.74,57.02
-0.16,0.74,0.74,64.53
-0.10,0.74,0.74,70.09
-0.03,0.74,0.74,73.05
0.03,0.74,0.74,73.03
0.10,0.74,0.74,70.05
0.16,0.74,0.74,64.46
0.23,0.74,0.74,56.90
0.29,0.74,0.74,48.19
0.35,0.74,0.74,39.15
0.42,0.74,0.74,30.53
0.48,0.74,0.74,22.86
0.55,0.74,0.74,16.45
0.61,0.74,0.74,11.39
0.68,0.74,0.74,7.62
0.74,0.74,0.74,4.94
0.81,0.74,0.74,3.14
0.87,0.74,0.74,1.99
0.94,0.74,0.74,1.28
1.00,0.74,0.74,0.86
-1.00,0.81,0.74,2.52
-0.94,0.81,0.74,2.83
-0.87,0.81,0.74,3.30
-0.81,0.81,0.74,4.07
-0.74,0.81,0.74,5.33
-0.68,0.81,0.74,7.28
-0.61,0.81,0.74,10.13
-0.55,0.81,0.74,14.04
-0.48,0.81,0.74,19.07
-0.42,0.81,0.74,25.17
-0.35,0.81,0.74,32.07
-0.29,0.81,0.74,39.34
-0.23,0.81,0.74,46.37
-0.16,0.81,0.74,52.47
-0.10,0.81,0.74,57.00
-0.03,0.81,0.74,59.40
0.03,0.81,0.74,59.39
0.10,0.81,0.74,56.97
0.16,0.81,0.74,52.42
0.23,0.81,0.74,46.27
0.29,0.81,0.74,39.18
0.35,0.81,0.74,31.83
0.42,0.81,0.74,24.82
0.48,0.81,0.74,18.57
0.55,0.81,0.74,13.35
0.61,0.81,0.74,9.23
0.68,0.81,0.74,6.15
0.74,0.81,0.74,3.97
0.81,0.81,0.74,2.49
0.87,0.81,0.74,1.55
0.94,0.81,0.74,0.97
1.00,0.81,0.74,0.62
-1.00,0.87,0.74,1.82
-0.94,0.87,0.74,2.06
-0.87,0.87,0.74,2.44
-0.81,0.87,0.74,3.07
-0.74,0.87,0.74,4.09
-0.68,0.87,0.74,5.65
-0.61,0.87,0.74,7.93
-0.55,0.87,0.74,11.04
-0.48,0.87,0.74,15.05
-0.42,0.87,0.74,19.89
-0.35,0.87,0.74,25.36
-0.29,0.87,0.74,31.11
-0.23,0.87,0.74,36.68
-0.16,0.87,0.74,41.52
-0.10,0.87,0.74,45.10
-0.03,0.87,0.74,47.01
0.03,0.87,0.74,47.00
0.10,0.87,0.74,45.08
0.16,0.87,0.74,41.48
0.23,0.87,0.74,36.61
0.29,0.87,0.74,31.00
0.35,0.87,0.74,25.19
0.42,0.87,0.74,19.63
0.48,0.87,0.74,14.69
0.55,0.87,0.74,10.55
0.61,0.87,0.74,7.28
0.68,0.87,0.74,4.84
0.74,0.87,0.74,3.11
0.81,0.87,0.74,1.94
0.87,0.87,0.74,1.18
0.94,0.87,0.74,0.72
1.00,0.87,0.74,0.45
-1.00,0.94,0.74,1.26
-0.94,0.94,0.74,1.45
-0.87,0.94,0.74,1.76
-0.81,0.94,0.74,2.26
-0.74,0.94,0.74,3.06
-0.68,0.94,0.74,4.29
-0.61,0.94,0.74,6.07
-0.55,0.94,0.74,8.49
-0.48,0.94,0.74,11.60
-0.42,0.94,0.74,15.36
-0.35,0.94,0.74,19.60
-0.29,0.94,0.74,24.06
-0.23,0.94,0.74,28.37
-0.16,0.94,0.74,32.12
-0.10,0.94,0.74,34.89
-0.03,0.94,0.74,36.37
0.03,0.94,0.74,36.36
0.10,0.94,0.74,34.88
0.16,0.94,0.74,32.09
0.23,0.94,0.74,28.33
0.29,0.94,0.74,23.99
0.35,0.94,0.74,19.48
0.42,0.94,0.74,15.18
0.48,0.94,0.74,11.35
0.55,0.94,0.74,8.15
0.61,0.94,0.74,5.62
0.68,0.94,0.74,3.73
0.74,0.94,0.74,2.38
0.81,0.94,0.74,1.47
0.87,0.94,0.74,0.89
0.94,0.94,0.74,0.53
1.00,0.94,0.74,0.32
-1.00,1.00,0.74,0.85
-0.94,1.00,0.74,1.00
-0.87,1.00,0.74,1.23
-0.81,1.00,0.74,1.62
-0.74,1.00,0.74,2.25
-0.68,1.00,0.74,3.19
-0.61,1.00,0.74,4.56
-0.55,1.00,0.74,6.42
-0.48,1.00,0.74,8.80
-0.42,1.00,0.74,11.66
-0.35,1.00,0.74,14.89
-0.29,1.00,0.74,18.29
-0.23,1.00,0.74,21.57
-0.16,1.00,0.74,24.42
-0.10,1.00,0.74,26.54
-0.03,1.00,0.74,27.66
0.03,1.00,0.74,27.65
0.10,1.00,0.74,26.53
0.16,1.00,0.74,24.41
0.23,1.00,0.74,21.54
0.29,1.00,0.74,18.24
0.35,1.00,0.74,14.82
0.42,1.00,0.74,11.54
0.48,1.00,0.74,8.63
0.55,1.00,0.74,6.19
0.61,1.00,0.74,4.27
0.68,1.00,0.74,2.83
0.74,1.00,0.74,1.80
0.81,1.00,0.74,1.11
0.87,1.00,0.74,0.66
0.94,1.00,0.74,0.39
1.00,1.00,0.74,0.23
-1.00,-1.00,0.81,0.00
-0.94,-1.00,0.81,0.00
-0.87,-1.00,0.81,0.00
-0.81,-1.00,0.81,0.00
-0.74,-1.00,0.81,0.00
-0.68,-1.00,0.81,0.00
-0.61,-1.00,0.81,0.00
-0.55,-1.00,0.81,0.00
-0.48,-1.00,0.81,0.00
-0.42,-1.00,0.81,0.00
-0.35,-1.00,0.81,0.00
-0.29,-1.00,0.81,0.01
-0.23,-1.00,0.81,0.01
-0.16,-1.00,0.81,0.01
-0.10,-1.00,0.81,0.01
-0.03,-1.00,0.81,0.01
0.03,-1.00,0.81,0.01
0.10,-1.00,0.81,0.01
0.16,-1.00,0.81,0.01
0.23,-1.00,0.81,0.01
0.29,-1.00,0.81,0.01
0.35,-1.00,0.81,0.01
0.42,-1.00,0.81,0.01
0.48,-1.00,0.81,0.01
0.55,-1.00,0.81,0.01
0.61,-1.00,0.81,0.01
0.68,-1.00,0.81,0.01
0.74,-1.00,0.81,0.02
0.81,-1.00,0.81,0.02
0.87,-1.00,0.81,0.02
0.94,-1.00,0.81,0.02
1.00,-1.00,0.81,0.02
-1.00,-0.94,0.81,0.00
-0.94,-0.94,0.81,0.00
-0.87,-0.94,0.81,0.00
-0.81,-0.94,0.81,0.00
-0.74,-0.94,0.81,0.00
-0.68,-0.94,0.81,0.00
-0.61,-0.94,0.81,0.00
-0.55,-0.94,0.81,0.01
-0.48,-0.94,0.81,0.01
-0.42,-0.94,0.81,0.01
-0.35,-0.94,0.81,0.01
-0.29,-0.94,0.81,0.01
-0.23,-0.94,0.81,0.01
-0.16,-0.94,0.81,0.02
-0.10,-0.94,0.81,0.02
-0.03,-0.94,0.81,0.02
0.03,-0.94,0.81,0.02
0.10,-0.94,0.81,0.02
0.16,-0.94,0.81,0.02
0.23,-0.94,0.81,0.02
0.29,-0.94,0.81,0.02
0.35,-0.94,0.81,0.02
0.42,-0.94,0.81,0.02
0.48,-0.94,0.81,0.02
0.55,-0.94,0.81,0.02
0.61,-0.94,0.81,0.02
0.68,-0.94,0.81,0.03
0.74,-0.94,0.81,0.03
0.81,-0.94,0.81,0.04
0.87,-0.94,0.81,0.04
0.94,-0.94,0.81,0.04
1.00,-0.94,0.81,0.04
-1.00,-0.87,0.81,0.01
-0.94,-0.87,0.81,0.01
-0.87,-0.87,0.81,0.01
-0.81,-0.87,0.81,0.01
-0.74,-0.87,0.81,0.01
-0.68,-0.87,0.81,0.01
-0.61,-0.87,0.81,0.01
-0.55,-0.87,0.81,0.01
-0.48,-0.87,0.81,0.01
-0.42,-0.87,0.81,0.02
-0.35,-0.87,0.81,0.02
-0.29,-0.87,0.81,0.03
-0.23,-0.87,0.81,0.03
-0.16,-0.87,0.81,0.04
-0.10,-0.87,0.81,0.04
-0.03,-0.87,0.81,0.04
0.03,-0.87,0.81,0.04
0.10,-0.87,0.81,0.04
0.16,-0.87,0.81,0.04
0.23,-0.87,0.81,0.04
0.29,-0.87,0.81,0.04
0.35,-0.87,0.81,0.03
0.42,-0.87,0.81,0.03
0.48,-0.87,0.81,0.03
0.55,-0.87,0.81,0.04
0.61,-0.87,0.81,0.04
0.68,-0.87,0.81,0.05
0.74,-0.87,0.81,0.06
0.81,-0.87,0.81,0.07
0.87,-0.87,0.81,0.07
0.94,-0.87,0.81,0.08
1.00,-0.87,0.81,0.08
-1.00,-0.81,0.81,0.01
-0.94,-0.81,0.81,0.01
-0.87,-0.81,0.81,0.01
-0.81,-0.81,0.81,0.01
-0.74,-0.81,0.81,0.01
-0.68,-0.81,0.81,0.02
-0.61,-0.81,0.81,0.02
-0.55,-0.81,0.81,0.03
-0.48,-0.81,0.81,0.03
-0.42,-0.81,0.81,0.04
-0.35,-0.81,0.81,0.05
-0.29,-0.81,0.81,0.06
-0.23,-0.81,0.81,0.08
-0.16,-0.81,0.81,0.09
-0.10,-0.81,0.81,0.09
-0.03,-0.81,0.81,0.10
0.03,-0.81,0.81,0.10
0.10,-0.81,0.81,0.10
0.16,-0.81,0.81,0.09
0.23,-0.81,0.81,0.08
0.29,-0.81,0.81,0.07
0.35,-0.81,0.81,0.07
0.42,-0.81,0.81,0.07
0.48,-0.81,0.81,0.07
0.55,-0.81,0.81,0.07
0.61,-0.81,0.81,0.08
0.68,-0.81,0.81,0.09
0.74,-0.81,0.81,0.10
0.81,-0.81,0.81,0.12
0.87,-0.81,0.81,0.13
0.94,-0.81,0.81,0.13
1.00,-0.81,0.81,0.14
-1.00,-0.74,0.81,0.02
-0.94,-0.74,0.81,0.02
-0.87,-0.74,0.81,0.02
-0.81,-0.74,0.81,0.02
-0.74,-0.74,0.81,0.03
-0.68,-0.74,0.81,0.03
-0.61,-0.74,0.81,0.04
-0.55,-0.74,0.81,0.05
-0.48,-0.74,0.81,0.07
-0.42,-0.74,0.81,0.09
-0.35,-0.74,0.81,0.11
-0.29,-0.74,0.81,0.14
-0.23,-0.74,0.81,0.16
-0.16,-0.74,0.81,0.18
-0.10,-0.74,0.81,0.20
-0.03,-0.74,0.81,0.21
0.03,-0.74,0.81,0.21
0.10,-0.74,0.81,0.20
0.16,-0.74,0.81,0.19
0.23,-0.74,0.81,0.17
0.29,-0.74,0.81,0.15
0.35,-0.74,0.81,0.14
0.42,-0.74,0.81,0.13
0.48,-0.74,0.81,0.12
0.55,-0.74,0.81,0.13
0.61,-0.74,0.81,0.14
0.68,-0.74,0.81,0.15
0.74,-0.74,0.81,0.17
0.81,-0.74,0.81,0.19
0.87,-0.74,0.81,0.21
0.94,-0.74,0.81,0.22
1.00,-0.74,0.81,0.22
-1.00,-0.68,0.81,0.04
-0.94,-0.68,0.81,0.04
-0.87,-0.68,0.81,0.05
-0.81,-0.68,0.81,0.05
-0.74,-0.68,0.81,0.06
-0.68,-0.68,0.81,0.07
-0.61,-0.68,0.81,0.08
-0.55,-0.68,0.81,0.11
-0.48,-0.68,0.81,0.14
-0.42,-0.68,0.81,0.18
-0.35,-0.68,0.81,0.23
-0.29,-0.68,0.81,0.28
-0.23,-0.68,0.81,0.33
-0.16,-0.68,0.81,0.37
-0.10,-0.68,0.81,0.41
-0.03,-0.68,0.81,0.42
0.03,-0.68,0.81,0.43
0.10,-0.68,0.81,0.41
0.16,-0.68,0.81,0.38
0.23,-0.68,0.81,0.35
0.29,-0.68,0.81,0.31
0.35,-0.68,0.81,0.27
0.42,-0.68,0.81,0.24
0.48,-0.68,0.81,0.22
0.55,-0.68,0.81,0.22
0.61,-0.68,0.81,0.23
0.68,-0.68,0.81,0.25
0.74,-0.68,0.81,0.28
0.81,-0.68,0.81,0.31
0.87,-0.68,0.81,0.33
0.94,-0.68,0.81,0.35
1.00,-0.68,0.81,0.35
-1.00,-0.61,0.81,0.08
-0.94,-0.61,0.81,0.08
-0.87,-0.61,0.81,0.09
-0.81,-0.61,0.81,0.09
-0.74,-0.61,0.81,0.10
-0.68,-0.61,0.81,0.13
-0.61,-0.61,0.81,0.16
-0.55,-0.61,0.81,0.21
-0.48,-0.61,0.81,0.28
-0.42,-0.61,0.81,0.36
-0.35,-0.61,0.81,0.45
-0.29,-0.61,0.81,0.55
-0.23,-0.61,0.81,0.65
-0.16,-0.61,0.81,0.74
-0.10,-0.61,0.81,0.80
-0.03,-0.61,0.81,0.83
0.03,-0.61,0.81,0.84
0.10,-0.61,0.81,0.81
0.16,-0.61,0.81,0.75
0.23,-0.61,0.81,0.67
0.29,-0.61,0.81,0.59
0.35,-0.61,0.81,0.51
0.42,-0.61,0.81,0.44
0.48,-0.61,0.81,0.40
0.55,-0.61,0.81,0.38
0.61,-0.61,0.81,0.38
0.68,-0.61,0.81,0.40
0.74,-0.61,0.81,0.43
0.81,-0.61,0.81,0.47
0.87,-0.61,0.81,0.51
0.94,-0.61,0.81,0.53
1.00,-0.61,0.81,0.54
-1.00,-0.55,0.81,0.14
-0.94,-0.55,0.81,0.14
-0.87,-0.55,0.81,0.15
-0.81,-0.55,0.81,0.17
-0.74,-0.55,0.81,0.19
-0.68,-0.55,0.81,0.23
-0.61,-0.55,0.81,0.30
-0.55,-0.55,0.81,0.39
-0.48,-0.55,0.81,0.52
-0.42,-0.55,0.81,0.68
-0.35,-0.55,0.81,0.85
-0.29,-0.55,0.81,1.04
-0.23,-0.55,0.81,1.22
-0.16,-0.55,0.81,1.38
-0.10,-0.55,0.81,1.50
-0.03,-0.55,0.81,1.57
0.03,-0.55,0.81,1.57
0.10,-0.55,0.81,1.51
0.16,-0.55,0.81,1.40
0.23,-0.55,0.81,1.26
0.29,-0.55,0.81,1.09
0.35,-0.55,0.81,0.93
0.42,-0.55,0.81,0.80
0.48,-0.55,0.81,0.69
0.55,-0.55,0.81,0.63
0.61,-0.55,0.81,0.61
0.68,-0.55,0.81,0.62
0.74,-0.55,0.81,0.66
0.81,-0.55,0.81,0.70
0.87,-0.55,0.81,0.75
0.94,-0.55,0.81,0.78
1.00,-0.55,0.81,0.78
-1.00,-0.48,0.81,0.23
-0.94,-0.48,0.81,0.25
-0.87,-0.48,0.81,0.26
-0.81,-0.48,0.81,0.29
-0.74,-0.48,0.81,0.34
-0.68,-0.48,0.81,0.41
-0.61,-0.48,0.81,0.54
-0.55,-0.48,0.81,0.71
-0.48,-0.48,0.81,0.94
-0.42,-0.48,0.81,1.22
-0.35,-0.48,0.81,1.54
-0.29,-0.48,0.81,1.88
-0.23,-0.48,0.81,2.21
-0.16,-0.48,0.81,2.50
-0.10,-0.48,0.81,2.71
-0.03,-0.48,0.81,2.83
0.03,-0.48,0.81,2.83
0.10,-0.48,0.81,2.73
0.16,-0.48,0.81,2.52
0.23,-0.48,0.81,2.25
0.29,-0.48,0.81,1.95
0.35,-0.48,0.81,1.65
0.42,-0.48,0.81,1.38
0.48,-0.48,0.81,1.16
0.55,-0.48,0.81,1.02
0.61,-0.48,0.81,0.94
0.68,-0.48,0.81,0.93
0.74,-0.48,0.81,0.96
0.81,-0.48,0.81,1.01
0.87,-0.48,0.81,1.06
0.94,-0.48,0.81,1.09
1.00,-0.48,0.81,1.10
-1.00,-0.42,0.81,0.38
-0.94,-0.42,0.81,0.40
-0.87,-0.42,0.81,0.43
-0.81,-0.42,0.81,0.48
-0.74,-0.42,0.81,0.56
-0.68,-0.42,0.81,0.70
-0.61,-0.42,0.81,0.92
-0.55,-0.42,0.81,1.22
-0.48,-0.42,0.81,1.62
-0.42,-0.42,0.81,2.10
-0.35,-0.42,0.81,2.66
-0.29,-0.42,0.81,3.25
-0.23,-0.42,0.81,3.83
-0.16,-0.42,0.81,4.33
-0.10,-0.42,0.81,4.70
-0.03,-0.42,0.81,4.90
0.03,-0.42,0.81,4.90
0.10,-0.42,0.81,4.71
0.16,-0.42,0.81,4.36
0.23,-0.42,0.81,3.88
0.29,-0.42,0.81,3.34
0.35,-0.42,0.81,2.80
0.42,-0.42,0.81,2.31
0.48,-0.42,0.81,1.91
0.55,-0.42,0.81,1.61
0.61,-0.42,0.81,1.43
0.68,-0.42,0.81,1.35
0.74,-0.42,0.81,1.35
0.81,-0.42,0.81,1.39
0.87,-0.42,0.81,1.44
0.94,-0.42,0.81,1.48
1.00,-0.42,0.81,1.48
-1.00,-0.35,0.81,0.60
-0.94,-0.35,0.81,0.64
-0.87,-0.35,0.81,0.68
-0.81,-0.35,0.81,0.77
-0.74,-0.35,0.81,0.91
-0.68,-0.35,0.81,1.15
-0.61,-0.35,0.81,1.51
-0.55,-0.35,0.81,2.01
-0.48,-0.35,0.81,2.68
-0.42,-0.35,0.81,3.49
-0.35,-0.35,0.81,4.42
-0.29,-0.35,0.81,5.40
-0.23,-0.35,0.81,6.35
-0.16,-0.35,0.81,7.19
-0.10,-0.35,0.81,7.80
-0.03,-0.35,0.81,8.13
0.03,-0.35,0.81,8.14
0.10,-0.35,0.81,7.82
0.16,-0.35,0.81,7.22
0.23,-0.35,0.81,6.42
0.29,-0.35,0.81,5.51
0.35,-0.35,0.81,4.58
0.42,-0.35,0.81,3.73
0.48,-0.35,0.81,3.02
0.55,-0.35,0.81,2.48
0.61,-0.35,0.81,2.13
0.68,-0.35,0.81,1.93
0.74,-0.35,0.81,1.85
0.81,-0.35,0.81,1.85
0.87,-0.35,0.81,1.89
0.94,-0.35,0.81,1.92
1.00,-0.35,0.81,1.91
-1.00,-0.29,0.81,0.90
-0.94,-0.29,0.81,0.96
-0.87,-0.29,0.81,1.04
-0.81,-0.29,0.81,1.18
-0.74,-0.29,0.81,1.41
-0.68,-0.29,0.81,1.80
-0.61,-0.29,0.81,2.37
-0.55,-0.29,0.81,3.19
-0.48,-0.29,0.81,4.25
-0.42,-0.29,0.81,5.55
-0.35,-0.29,0.81,7.03
-0.29,-0.29,0.81,8.60
-0.23,-0.29,0.81,10.13
-0.16,-0.29,0.81,11.45
-0.10,-0.29,0.81,12.44
-0.03,-0.29,0.81,12.96
0.03,-0.29,0.81,12.97
0.10,-0.29,0.81,12.46
0.16,-0.29,0.81,11.49
0.23,-0.29,0.81,10.20
0.29,-0.29,0.81,8.72
0.35,-0.29,0.81,7.22
0.42,-0.29,0.81,5.82
0.48,-0.29,0.81,4.64
0.55,-0.29,0.81,3.72
0.61,-0.29,0.81,3.07
0.68,-0.29,0.81,2.67
0.74,-0.29,0.81,2.47
0.81,-0.29,0.81,2.40
0.87,-0.29,0.81,2.40
0.94,-0.29,0.81,2.40
1.00,-0.29,0.81,2.37
-1.00,-0.23,0.81,1.30
-0.94,-0.23,0.81,1.39
-0.87,-0.23,0.81,1.52
-0.81,-0.23,0.81,1.74
-0.74,-0.23,0.81,2.10
-0.68,-0.23,0.81,2.70
-0.61,-0.23,0.81,3.59
-0.55,-0.23,0.81,4.84
-0.48,-0.23,0.81,6.48
-0.42,-0.23,0.81,8.47
-0.35,-0.23,0.81,10.75
-0.29,-0.23,0.81,13.15
-0.23,-0.23,0.81,15.48
-0.16,-0.23,0.81,17.51
-0.10,-0.23,0.81,19.01
-0.03,-0.23,0.81,19.82
0.03,-0.23,0.81,19.82
0.10,-0.23,0.81,19.03
0.16,-0.23,0.81,17.55
0.23,-0.23,0.81,15.55
0.29,-0.23,0.81,13.27
0.35,-0.23,0.81,10.94
0.42,-0.23,0.81,8.76
0.48,-0.23,0.81,6.88
0.55,-0.23,0.81,5.40
0.61,-0.23,0.81,4.32
0.68,-0.23,0.81,3.61
0.74,-0.23,0.81,3.20
0.81,-0.23,0.81,3.01
0.87,-0.23,0.81,2.93
0.94,-0.23,0.81,2.89
1.00,-0.23,0.81,2.83
-1.00,-0.16,0.81,1.80
-0.94,-0.16,0.81,1.94
-0.87,-0.16,0.81,2.13
-0.81,-0.16,0.81,2.46
-0.74,-0.16,0.81,3.01
-0.68,-0.16,0.81,3.89
-0.61,-0.16,0.81,5.22
-0.55,-0.16,0.81,7.07
-0.48,-0.16,0.81,9.47
-0.42,-0.16,0.81,12.41
-0.35,-0.16,0.81,15.75
-0.29,-0.16,0.81,19.27
-0.23,-0.16,0.81,22.69
-0.16,-0.16,0.81,25.67
-0.10,-0.16,0.81,27.88
-0.03,-0.16,0.81,29.06
0.03,-0.16,0.81,29.06
0.10,-0.16,0.81,27.90
0.16,-0.16,0.81,25.71
0.23,-0.16,0.81,22.77
0.29,-0.16,0.81,19.39
0.35,-0.16,0.81,15.93
0.42,-0.16,0.81,12.68
0.48,-0.16,0.81,9.86
0.55,-0.16,0.81,7.59
0.61,-0.16,0.81,5.91
0.68,-0.16,0.81,4.76
0.74,-0.16,0.81,4.05
0.81,-0.16,0.81,3.67
0.87,-0.16,0.81,3.47
0.94,-0.16,0.81,3.36
1.00,-0.16,0.81,3.26
-1.00,-0.10,0.81,2.39
-0.94,-0.10,0.81,2.59
-0.87,-0.10,0.81,2.87
-0.81,-0.10,0.81,3.34
-0.74,-0.10,0.81,4.13
-0.68,-0.10,0.81,5.39
-0.61,-0.10,0.81,7.27
-0.55,-0.10,0.81,9.89
-0.48,-0.10,0.81,13.29
-0.42,-0.10,0.81,17.43
-0.35,-0.10,0.81,22.14
-0.29,-0.10,0.81,27.11
-0.23,-0.10,0.81,31.92
-0.16,-0.10,0.81,36.11
-0.10,-0.10,0.81,39.22
-0.03,-0.10,0.81,40.87
0.03,-0.10,0.81,40.88
0.10,-0.10,0.81,39.24
0.16,-0.10,0.81,36.15
0.23,-0.10,0.81,31.98
0.29,-0.10,0.81,27.20
0.35,-0.10,0.81,22.29
0.42,-0.10,0.81,17.66
0.48,-0.10,0.81,13.61
0.55,-0.10,0.81,10.33
0.61,-0.10,0.81,7.85
0.68,-0.10,0.81,6.11
0.74,-0.10,0.81,5.00
0.81,-0.10,0.81,4.35
0.87,-0.10,0.81,3.98
0.94,-0.10,0.81,3.77
1.00,-0.10,0.81,3.60
-1.00,-0.03,0.81,3.05
-0.94,-0.03,0.81,3.32
-0.87,-0.03,0.81,3.71
-0.81,-0.03,0.81,4.36
-0.74,-0.03,0.81,5.45
-0.68,-0.03,0.81,7.18
-0.61,-0.03,0.81,9.73
-0.55,-0.03,0.81,13.28
-0.48,-0.03,0.81,17.89
-0.42,-0.03,0.81,23.49
-0.35,-0.03,0.81,29.86
-0.29,-0.03,0.81,36.57
-0.23,-0.03,0.81,43.07
-0.16,-0.03,0.81,48.73
-0.10,-0.03,0.81,52.92
-0.03,-0.03,0.81,55.16
0.03,-0.03,0.81,55.16
0.10,-0.03,0.81,52.94
0.16,-0.03,0.81,48.75
0.23,-0.03,0.81,43.11
0.29,-0.03,0.81,36.63
0.35,-0.03,0.81,29.95
0.42,-0.03,0.81,23.64
0.48,-0.03,0.81,18.10
0.55,-0.03,0.81,13.57
0.61,-0.03,0.81,10.11
0.68,-0.03,0.81,7.65
0.74,-0.03,0.81,6.02
0.81,-0.03,0.81,5.02
0.87,-0.03,0.81,4.44
0.94,-0.03,0.81,4.09
1.00,-0.03,0.81,3.84
-1.00,0.03,0.81,3.73
-0.94,0.03,0.81,4.08
-0.87,0.03,0.81,4.60
-0.81,0.03,0.81,5.47
-0.74,0.03,0.81,6.90
-0.68,0.03,0.81,9.16
-0.61,0.03,0.81,12.50
-0.55,0.03,0.81,17.12
-0.48,0.03,0.81,23.11
-0.42,0.03,0.81,30.38
-0.35,0.03,0.81,38.63
-0.29,0.03,0.81,47.33
-0.23,0.03,0.81,55.75
-0.16,0.03,0.81,63.08
-0.10,0.03,0.81,68.51
-0.03,0.03,0.81,71.41
0.03,0.03,0.81,71.41
0.10,0.03,0.81,68.52
0.16,0.03,0.81,63.09
0.23,0.03,0.81,55.76
0.29,0.03,0.81,47.34
0.35,0.03,0.81,38.65
0.42,0.03,0.81,30.42
0.48,0.03,0.81,23.16
0.55,0.03,0.81,17.20
0.61,0.03,0.81,12.60
0.68,0.03,0.81,9.29
0.74,0.03,0.81,7.06
0.81,0.03,0.81,5.65
0.87,0.03,0.81,4.80
0.94,0.03,0.81,4.30
1.00,0.03,0.81,3.95
-1.00,0.10,0.81,4.38
-0.94,0.10,0.81,4.82
-0.87,0.10,0.81,5.48
-0.81,0.10,0.81,6.58
-0.74,0.10,0.81,8.39
-0.68,0.10,0.81,11.23
-0.61,0.10,0.81,15.40
-0.55,0.10,0.81,21.17
-0.48,0.10,0.81,28.63
-0.42,0.10,0.81,37.68
-0.35,0.10,0.81,47.94
-0.29,0.10,0.81,58.76
-0.23,0.10,0.81,69.23
-0.16,0.10,0.81,78.34
-0.10,0.10,0.81,85.09
-0.03,0.10,0.81,88.68
0.03,0.10,0.81,88.68
0.10,0.10,0.81,85.08
0.16,0.10,0.81,78.33
0.23,0.10,0.81,69.21
0.29,0.10,0.81,58.72
0.35,0.10,0.81,47.88
0.42,0.10,0.81,37.60
0.48,0.10,0.81,28.51
0.55,0.10,0.81,21.01
0.61,0.10,0.81,15.19
0.68,0.10,0.81,10.96
0.74,0.10,0.81,8.06
0.81,0.10,0.81,6.20
0.87,0.10,0.81,5.07
0.94,0.10,0.81,4.38
1.00,0.10,0.81,3.92
-1.00,0.16,0.81,4.93
-0.94,0.16,0.81,5.47
-0.87,0.16,0.81,6.27
-0.81,0.16,0.81,7.61
-0.74,0.16,0.81,9.79
-0.68,0.16,0.81,13.21
-0.61,0.16,0.81,18.22
-0.55,0.16,0.81,25.12
-0.48,0.16,0.81,34.04
-0.42,0.16,0.81,44.84
-0.35,0.16,0.81,57.09
-0.29,0.16,0.81,69.99
-0.23,0.16,0.81,82.48
-0.16,0.16,0.81,93.33
-0.10,0.16,0.81,101.38
-0.03,0.16,0.81,105.66
0.03,0.16,0.81,105.65
0.10,0.16,0.81,101.36
0.16,0.16,0.81,93.30
0.23,0.16,0.81,82.42
0.29,0.16,0.81,69.89
0.35,0.16,0.81,56.94
0.42,0.16,0.81,44.63
0.48,0.16,0.81,33.73
0.55,0.16,0.81,24.70
0.61,0.16,0.81,17.67
0.68,0.16,0.81,12.52
0.74,0.16,0.81,8.96
0.81,0.16,0.81,6.64
0.87,0.16,0.81,5.21
0.94,0.16,0.81,4.33
1.00,0.16,0.81,3.77
-1.00,0.23,0.81,5.34
-0.94,0.23,0.81,5.95
-0.87,0.23,0.81,6.89
-0.81,0.23,0.81,8.44
-0.74,0.23,0.81,10.98
-0.68,0.23,0.81,14.92
-0.61,0.23,0.81,20.69
-0.55,0.23,0.81,28.61
-0.48,0.23,0.81,38.83
-0.42,0.23,0.81,51.21
-0.35,0.23,0.81,65.22
-0.29,0.23,0.81,79.98
-0.23,0.23,0.81,94.27
-0.16,0.23,0.81,106.69
-0.10,0.23,0.81,115.88
-0.03,0.23,0.81,120.78
0.03,0.23,0.81,120.77
0.10,0.23,0.81,115.86
0.16,0.23,0.81,106.64
0.23,0.23,0.81,94.18
0.29,0.23,0.81,79.84
0.35,0.23,0.81,65.00
0.42,0.23,0.81,50.87
0.48,0.23,0.81,38.35
0.55,0.23,0.81,27.95
0.61,0.23,0.81,19.83
0.68,0.23,0.81,13.84
0.74,0.23,0.81,9.67
0.81,0.23,0.81,6.94
0.87,0.23,0.81,5.22
0.94,0.23,0.81,4.17
1.00,0.23,0.81,3.52
-1.00,0.29,0.81,5.54
-0.94,0.29,0.81,6.22
-0.87,0.29,0.81,7.27
-0.81,0.29,0.81,9.00
-0.74,0.29,0.81,11.82
-0.68,0.29,0.81,16.18
-0.61,0.29,0.81,22.54
-0.55,0.29,0.81,31.27
-0.48,0.29,0.81,42.51
-0.42,0.29,0.81,56.11
-0.35,0.29,0.81,71.50
-0.29,0.29,0.81,87.71
